forecast
1085.3463
1068.3395
1068.7208
1063.1113
1055.3308
1048.936
1050.9043
1039.9211
1048.3909
1040.4403
1038.4099
1033.7949
1025.805
1031.685
1022.8626
1011.49243
988.74927
985.0012
981.36053
967.266
1146.6196
1142.1521
1141.548
1139.3967
1138.4377
1137.0892
1137.7139
1136.1561
1136.4382
1135.565
1134.9249
1134.4539
1133.8104
1134.729
1133.377
1131.9423
1128.0077
1128.3667
1128.662
1126.4888
1153.094
1150.4695
1149.813
1148.1357
1147.8077
1147.2058
1147.3186
1146.8671
1146.3309
1146.3137
1145.6155
1145.1719
1144.9401
1145.1787
1144.4883
1143.836
1141.9368
1142.3474
1142.7389
1141.4802
1155.546
1153.8031
1153.1572
1151.8584
1151.6298
1151.359
1151.158
1150.9121
1150.3237
1150.4489
1149.822
1149.405
1149.1578
1149.2135
1148.753
1148.4033
1147.1714
1147.5675
1147.7544
1146.8577
1156.9395
1155.7136
1155.1305
1154.2793
1154.0568
1153.9388
1153.5386
1153.3405
1152.7814
1152.9138
1152.3596
1151.8936
1151.6986
1151.6561
1151.2834
1150.9603
1150.0616
1150.4082
1150.4
1149.8773
1157.9285
1157.0491
1156.5306
1155.963
1155.8079
1155.7593
1155.3246
1155.1425
1154.6073
1154.6589
1154.2054
1153.7543
1153.5958
1153.4584
1153.1749
1152.8765
1152.151
1152.4358
1152.2684
1151.9537
1158.7421
1158.0886
1157.6381
1157.2732
1157.1443
1157.1172
1156.7731
1156.6199
1156.1564
1156.1012
1155.7249
1155.3489
1155.1832
1155.025
1154.8053
1154.5
1153.8054
1154.0247
1153.7799
1153.6177
1159.4769
1158.9517
1158.5646
1158.3246
1158.2238
1158.2101
1157.9614
1157.8472
1157.4564
1157.3203
1157.0115
1156.6968
1156.5162
1156.3575
1156.177
1155.8799
1155.1814
1155.3401
1155.0586
1155.0082
1160.2808
1159.8323
1159.5071
1159.3452
1159.2708
1159.2532
1159.1063
1159.0055
1158.6671
1158.4915
1158.2207
1157.9312
1157.7329
1157.5786
1157.4528
1157.1683
1156.4397
1156.535
1156.3275
1156.3269
1161.1619
1160.7554
1160.4976
1160.3645
1160.333
1160.2947
1160.2611
1160.1547
1159.8248
1159.625
1159.3593
1159.0836
1158.8351
1158.7103
1158.592
1158.3167
1157.5541
1157.6084
1157.491
1157.476
1162.2197
1161.8274
1161.6315
1161.5236
1161.5306
1161.4834
1161.5603
1161.4172
1161.1299
1160.8975
1160.5988
1160.3038
1160.0109
1159.8854
1159.7645
1159.4758
1158.6262
1158.6359
1158.5781
1158.5685
1163.5006
1163.1527
1162.9689
1162.9213
1162.9591
1162.9059
1163.0847
1162.8881
1162.6898
1162.4491
1162.0532
1161.7329
1161.3527
1161.2241
1161.0911
1160.7676
1159.7467
1159.7045
1159.6415
1159.644
1165.0374
1164.7701
1164.634
1164.7456
1164.8151
1164.7937
1165.0181
1164.7983
1164.725
1164.5023
1164.0281
1163.7924
1163.2496
1163.0902
1162.8857
1162.4856
1161.1808
1161.0824
1160.9905
1161.0111
1166.7201
1166.5876
1166.5409
1166.932
1167.0983
1167.04
1167.4414
1167.244
1167.3019
1167.2074
1166.6937
1166.6871
1165.9211
1165.6759
1165.3481
1164.8375
1163.159
1163.096
1162.8948
1162.9213
1168.7339
1168.8054
1168.9232
1169.7391
1170.2405
1170.1436
1170.7156
1170.7168
1170.8026
1170.9786
1170.5449
1170.965
1169.9635
1169.7208
1169.1544
1168.5024
1166.394
1166.4335
1165.8967
1165.8622
1171.0217
1171.4954
1171.8455
1173.123
1174.1743
1174.0833
1174.8433
1175.1827
1175.2648
1175.749
1175.4185
1176.5265
1175.4047
1175.3171
1174.4794
1173.9222
1171.0142
1171.3234
1170.1498
1170.1771
1174.0276
1175.0259
1175.7565
1177.755
1179.4741
1179.4581
1180.4935
1181.3794
1181.2131
1181.8701
1182.2599
1184.1713
1183.1685
1183.6873
1182.1567
1181.6975
1178.2113
1178.7052
1176.7235
1177.0415
1178.2778
1180.2164
1181.6265
1184.406
1187.0153
1187.4131
1188.553
1190.3787
1189.8608
1190.8323
1192.4238
1195.502
1194.6592
1195.6742
1194.0732
1194.0823
1190.0767
1190.6384
1187.6238
1188.5187
1185.0851
1188.5708
1191.0615
1194.94
1198.7255
1199.9125
1201.68
1204.6919
1204.3776
1205.865
1209.7281
1214.5614
1213.8976
1216.3119
1215.3433
1215.7413
1210.4252
1210.1896
1205.9612
1208.5286
1204.991
1213.5398
1220.9528
1227.7523
1235.4496
1240.463
1245.7341
1252.797
1253.287
1257.4912
1270.1733
1281.0405
1278.554
1284.9545
1286.5659
1288.7675
1268.2021
1267.8223
1266.6777
1273.3584
1459.0486
1522.075
1581.5616
1632.8057
1704.1709
1753.4846
1822.6218
1883.9907
1906.0566
1928.9337
2007.9023
2076.331
2057.373
2094.0618
2152.2126
2157.953
2083.981
2068.1758
2154.6436
2188.1978
