requested_origin,forecast_origin_date,forecast_origin_value,forecast_step,target_date,actual_value,chronos_q0.1_lower,chronos_q0.5_median,chronos_q0.9_upper,random_walk_forecast,history_rows,context_length,mase_scale_training_only,model_id,alpha,ensemble_forecast,interval_correction,corrected_q0.1_lower,corrected_q0.5_median,corrected_q0.9_upper,evaluation_role
2026-04-01,2026-04-01,1530.5,18,2026-04-27,1482.9,1492.630126953125,1531.5728759765625,1573.6787109375,1530.5,15324,756,2.576660575605299,amazon/chronos-2,0.5,1531.0364379882812,3.008544921875,1489.62158203125,1531.5728759765625,1576.687255859375,out_of_calibration_2026_small_sample
2026-04-01,2026-04-01,1530.5,19,2026-04-28,1473.1,1489.816650390625,1531.4111328125,1575.6104736328125,1530.5,15324,756,2.576660575605299,amazon/chronos-2,0.5,1530.95556640625,3.008544921875,1486.80810546875,1531.4111328125,1578.6190185546875,out_of_calibration_2026_small_sample
2026-04-01,2026-04-01,1530.5,20,2026-04-29,1473.3,1489.4271240234375,1531.4580078125,1578.2052001953125,1530.5,15324,756,2.576660575605299,amazon/chronos-2,0.5,1530.97900390625,3.008544921875,1486.4185791015625,1531.4580078125,1581.2137451171875,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,1,2026-05-04,1484.8,1463.9158935546875,1475.033203125,1484.6407470703125,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1475.5666015625,3.008544921875,1460.9073486328125,1475.033203125,1487.6492919921875,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,2,2026-05-06,1470.5,1460.25634765625,1474.99267578125,1488.6727294921875,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1475.546337890625,3.008544921875,1457.247802734375,1474.99267578125,1491.6812744140625,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,3,2026-05-07,1456.8,1456.59765625,1474.98291015625,1492.1048583984375,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1475.541455078125,3.008544921875,1453.589111328125,1474.98291015625,1495.1134033203125,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,4,2026-05-08,1450.8,1456.1021728515625,1475.0743408203125,1494.8387451171875,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1475.5871704101562,3.008544921875,1453.0936279296875,1475.0743408203125,1497.8472900390625,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,5,2026-05-11,1466.0,1453.8868408203125,1475.625732421875,1497.7734375,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1475.8628662109377,3.008544921875,1450.8782958984375,1475.625732421875,1500.781982421875,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,6,2026-05-12,1473.0,1451.98876953125,1475.3037109375,1499.792236328125,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1475.70185546875,3.008544921875,1448.980224609375,1475.3037109375,1502.80078125,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,7,2026-05-13,1484.3,1450.8662109375,1476.12158203125,1502.460693359375,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1476.110791015625,3.008544921875,1447.857666015625,1476.12158203125,1505.46923828125,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,8,2026-05-14,1495.1,1449.5380859375,1476.4119873046875,1504.179443359375,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1476.2559936523437,3.008544921875,1446.529541015625,1476.4119873046875,1507.18798828125,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,9,2026-05-15,1491.8,1446.94775390625,1477.072021484375,1506.8848876953125,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1476.5860107421877,3.008544921875,1443.939208984375,1477.072021484375,1509.8934326171875,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,10,2026-05-18,1499.8,1446.0787353515625,1477.03271484375,1507.53173828125,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1476.566357421875,3.008544921875,1443.0701904296875,1477.03271484375,1510.540283203125,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,11,2026-05-19,1503.4,1442.621337890625,1477.2154541015625,1509.6590576171875,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1476.6577270507812,3.008544921875,1439.61279296875,1477.2154541015625,1512.6676025390625,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,12,2026-05-20,1503.8,1441.720703125,1477.122314453125,1511.628662109375,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1476.6111572265625,3.008544921875,1438.712158203125,1477.122314453125,1514.63720703125,out_of_calibration_2026_small_sample
