forecast_origin_date,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
2014-07-01,5,2.0744018554687953,2.1000000000000454,2.2816255868992292,2.311276703469355,0.9797405031573276,0.9918305130735948,0.6,0.0,0.49784790039062055,1.0372009277343976,0.931993408203127,1.0,14.298413085937478,1.218959263392835,1.2828890857428663
2015-01-02,5,7.358417968750018,3.759999999999991,8.024654958413834,4.992794808521567,3.4480820117354325,1.761898878153498,0.2,0.0,1.841605957031252,3.679208984375009,1.269529296874989,0.6,20.6890869140625,-95.70260555186266,-60.72470962991648
2015-07-01,5,7.097006835937464,5.240000000000009,8.305568545304093,6.617854637267273,3.294801131402143,2.432681597701562,0.0,0.0,1.8180356445312462,3.548503417968732,0.4281582031250036,1.0,22.4619384765625,-35.439061754531515,-25.50243244287595
2015-12-31,5,18.057866210937526,15.520000000000028,20.342370790185758,18.13659284430241,8.266454247853048,7.104680499237053,0.0,0.2,2.8803837890625026,9.028933105468763,7.178822753906275,0.2,21.4142822265625,-16.35223074057663,-12.16203045863871
2016-07-01,5,6.738183593749954,5.440000000000009,9.164470126791212,6.879825579184407,3.0364233419950315,2.4514237035296143,0.4,0.0,2.4084936523437457,3.369091796874977,1.1721826171875045,1.0,35.8067626953125,-23.863669002756303,-33.2078847248573
2017-01-02,5,7.977153320312527,8.220000000000027,11.40318861979951,11.584386043291257,3.5540783888308027,3.662274395779663,1.0,0.0,0.8668281250000154,3.9885766601562636,2.168728515625002,0.8,28.95498046875,2.954339168947681,1.5641521511334857
2017-06-30,5,7.809721679687482,8.620000000000072,8.516172743044699,9.27264794974991,3.4470739736680067,3.804716591924376,1.0,0.0,1.8984038085937485,3.904860839843741,0.43075634765625176,1.0,23.2916015625,9.399980514067092,8.158135742936448
2018-01-02,5,3.64755859375,6.900000000000091,3.9319887366252506,7.0164093381159995,1.6021095491419062,3.0306726005775486,1.0,0.0,0.3833862304687591,1.823779296875,1.0821264648437496,0.8,14.346923828125,47.136831974638376,43.96010057074232
2018-06-29,5,5.314384765624982,3.8200000000000274,5.707283356661591,4.26497362242724,2.322642963200286,1.6695246036408755,0.0,0.0,0.8992158203125019,2.657192382812491,1.8204838867187476,1.0,27.1969970703125,-39.12002004253779,-33.81755344628645
2019-01-02,5,4.270039062500018,4.220000000000073,5.593268484968543,5.523585791856677,1.8571488775923168,1.83538561327615,0.6,0.0,1.342956054687502,2.135019531250009,0.8656450195312482,0.8,16.8030517578125,-1.1857597748802073,-1.261548127207472
2019-07-01,5,10.332026367187519,10.039999999999964,11.542791274414004,11.201785571952326,4.484395848825393,4.357648027805275,0.2,0.0,2.0123374023437557,5.166013183593759,2.3800991210937807,0.2,18.984765625,-2.9086291552545416,-3.0442084457990957
2020-01-02,5,10.932329101562482,8.279999999999973,12.624418411366216,9.859006035092971,4.725024641106712,3.5786705344217857,0.2,0.0,2.024609863281248,5.466164550781241,3.2491572265624655,0.2,17.5346923828125,-32.032960163798535,-28.04960628312636
2020-07-01,5,2.1367919921874545,2.959999999999991,3.396720595601211,3.277804143020108,0.9101205488849425,1.260748278049092,0.6,0.0,0.8766025390625011,1.0683959960937273,1.1961367187499987,1.0,20.727392578125,27.81108134501821,-3.627930388529434
2020-12-31,5,3.42841796875,1.6600000000000363,3.6575360786447217,2.4145392935299816,1.4562199944327818,0.7050847396065383,0.8,0.2,1.2694736328124965,1.714208984375,0.6371889648437535,1.0,19.0666259765625,-106.53120293674246,-51.4796668849202
2021-07-01,5,6.365424804687473,3.7799999999999727,6.93009631118032,4.556972679312407,2.6937429685370065,1.5996337610604674,0.0,0.0,1.6522504882812474,3.1827124023437365,0.2988432617187527,0.8,18.918408203125,-68.39748160548993,-52.07675794593504
2021-12-31,5,7.947211914062473,8.179999999999973,9.264567170656914,9.650181345446285,3.352617092263224,3.4508212579792916,0.6,0.2,1.5568549804687473,3.9736059570312365,2.0168291015624846,0.4,15.4782470703125,2.8458201214853394,3.99592671873813
2022-07-01,5,4.6790771484375,3.959999999999991,5.128826923149125,4.5690261544447495,1.9587794084927008,1.6577556239313815,0.4,0.0,1.5822006835937557,2.33953857421875,1.766661621093744,1.0,33.488623046875,-18.158513849432087,-12.252080635603312
2023-01-02,5,3.172226562500009,3.380000000000018,4.07333961626742,4.227765367188708,1.307922340194527,1.3935882014598424,0.8,0.0,1.8376132812500015,1.5861132812500045,1.1949111328124988,1.0,30.325244140625,6.147143121302011,3.6526566048289117
2023-06-30,5,8.741850585937527,8.3,9.425672600680805,8.939910514093523,3.5667043088226875,3.386427790341081,0.2,0.0,0.830967773437501,4.370925292968764,2.1747744140624987,1.0,30.057421875,-5.323501035391886,-5.433634775443132
2024-01-02,5,21.19889160156249,19.9599999999999,22.037032408129797,20.701014467894954,8.562944513659613,8.06251457411327,0.0,0.0,3.5911049804687494,10.599445800781245,6.813096679687493,0.0,28.3409423828125,-6.206871751315606,-6.453876655691743
2024-07-01,5,3.534672851562527,3.5000000000000453,3.783181205957831,4.204045670541676,1.4181197873824922,1.4042089506655961,0.4,0.0,1.4411938476562545,1.7673364257812636,1.4878686523437452,1.0,29.290625,-0.9906529017851843,10.010939403748633
2025-01-02,5,7.615380859375,7.419999999999982,10.646311285358237,10.091283367342294,3.032073317735394,2.954282186674902,0.4,0.0,1.0279858398437498,3.8076904296875,2.5584301757812495,1.0,35.86416015625,-2.6331652206875735,-5.500072664812295
2025-07-01,5,8.831782226562472,6.9800000000000635,10.357747115646543,8.200609733428424,3.4757951663304745,2.747016359622114,0.2,0.0,2.4540546874999976,4.415891113281236,0.6297319335937527,1.0,30.8378662109375,-26.529831326108766,-26.304597491390265
