horizon,origins,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
30,58,1740,20.52651085162985,23.000344827586208,34.43148790907221,44.42493397429747,13.72070636756786,17.69997247275532,0.5367816091954023,0.00632183908045977,4.8550951797660735,10.263255425814926,6.5966867030352,0.7247126436781609,79.61257008519667,10.755638641509773,22.49512868383119
