method,nominal_coverage,calibration_origins,internal_evaluation_origins,calibration_rows,internal_evaluation_rows,finite_sample_rank,interval_correction,rows,original_coverage,corrected_coverage,coverage_change_percentage_points,original_mean_width,corrected_mean_width,mean_width_increase,mean_width_increase_percent,corrected_below_rate,corrected_above_rate
global_symmetric_additive_conformal_widening,0.8,24,24,480,480,385,3.008544921875,480,0.7479166666666667,0.8270833333333333,7.916666666666661,36.7109982808431,42.7280881245931,6.01708984375,16.390428279063983,0.10208333333333333,0.07083333333333333
