horizon,origins,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
60,58,3480,28.95599617092089,27.957528735632188,49.484621684706696,47.44396755617372,19.042141449110304,19.771633722401454,0.5189655172413793,0.004597701149425287,6.268428989103471,14.477998085460445,10.182172675472566,0.7468390804597701,118.49459791512325,-3.5713722937755388,-4.301187766636171
