forecast_step,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
12,58,17.94088703023976,22.09827586206896,28.622423071332996,34.815615303560506,10.831827669470819,15.76170377687027,0.5517241379310345,0.0,4.762963804047683,8.97044351511988,6.3813459304283455,0.7068965517241379,70.59054354963631,18.813181887032346,17.788547403883303
13,58,18.71999616951779,23.162068965517246,31.21589280166353,40.540282223470285,11.996867501060008,17.242923515081536,0.5517241379310345,0.0,5.183299665779909,9.359998084758894,6.411116459287446,0.6724137931034483,74.52620512863686,19.1782210933429,23.000307127631487
14,58,20.47089633283944,25.66724137931035,33.429697950476445,48.40574737890476,13.660328357646817,19.88061760405608,0.5517241379310345,0.0,4.898318544585129,10.23544816641972,6.570055878737876,0.6551724137931034,75.87730986496499,20.245046866078642,30.938577006570267
15,58,21.249578646955833,26.42068965517242,34.05723617067429,51.9274726305171,14.220775851838756,20.887323975946313,0.5344827586206896,0.0,5.0098173575565745,10.624789323477916,6.553313409213365,0.6896551724137931,80.44144413389009,19.572202980720572,34.41383829133388
16,58,22.23031721443966,27.34827586206894,35.69183320913858,53.269691194899934,14.94086855339134,21.65254503595219,0.5344827586206896,0.0,5.096420224946122,11.11515860721983,6.948877647662981,0.6551724137931034,82.359592832368,18.714008420281093,32.997859742510144
17,58,21.858948174838364,27.091379310344827,34.27131135064757,48.10307359883744,13.529937508621739,20.75643434068595,0.5862068965517241,0.017241379310344827,5.426331303037446,10.929474087419182,7.143351587755927,0.7241379310344828,85.0354582687904,19.314007882605157,28.754425057204983
18,58,23.166932415140085,25.420689655172406,36.62335131910527,39.48138365321579,15.492983183662645,18.239492452025214,0.5517241379310345,0.0,5.484795700599408,11.583466207570043,7.293390545022898,0.7068965517241379,87.71022612473061,8.86583830180919,7.238936606715732
19,58,23.787490108095387,25.165517241379305,38.87363305921069,39.066971675087245,16.111331808124245,17.7989747117178,0.603448275862069,0.0,5.908809582940466,11.893745054047693,7.9747103987068995,0.7068965517241379,91.29953002929688,5.475854599237277,0.4948902041461446
20,58,25.294732245083512,25.5396551724138,39.24850063812014,39.376548683282245,16.931036928903247,17.94239358233271,0.5172413793103449,0.05172413793103448,5.635424446895199,12.647366122541756,8.501725127121494,0.6379310344827587,93.84536637931035,0.958990736863336,0.32518859433830305
21,58,25.498332477438037,26.54999999999998,38.8734190039174,42.340001058752605,16.575167227406308,19.18136453120659,0.5,0.0,5.837158981849408,12.749166238719019,8.648692963698812,0.7068965517241379,98.41426139042295,3.9610829475026104,8.187486934695269
22,58,26.779912067281792,27.82241379310345,39.17980277181191,43.59644283179772,17.256880396152003,20.05942450628497,0.5,0.0,6.403894632273708,13.389956033640896,8.917755695211477,0.7068965517241379,100.99429531755119,3.7469851953681714,10.130734924924807
23,58,27.160752500336738,27.162068965517236,41.005848502765666,40.878971915002765,18.041976622310816,19.09121044918899,0.5689655172413793,0.0,5.711749162345096,13.580376250168369,9.011089982657598,0.7241379310344828,102.67959068561423,0.004846704358821303,-0.31037127848202195
24,58,27.781916125067355,27.38965517241379,41.819293564168,39.94768130166393,18.725152745581905,19.005322725923456,0.5172413793103449,0.017241379310344827,5.851732282967406,13.890958062533677,8.657936106714711,0.7241379310344828,105.3078192349138,-1.432150022277904,-4.685158691365936
25,58,26.738834354795255,27.348275862068963,39.3073884824987,41.3142582050614,17.605688935924157,19.67932223540297,0.4827586206896552,0.0,5.79830833698141,13.369417177397628,9.049147233634153,0.7068965517241379,107.70100876380657,2.2284458089695534,4.8575717191912124
26,58,27.234557684536636,26.518965517241373,39.38948915117597,40.861964862372844,17.347730073747492,18.854410379358168,0.46551724137931033,0.0,5.33845200111126,13.617278842268318,9.452102387526931,0.7413793103448276,109.90423689217403,-2.698416598603814,3.6035362375654616
27,58,26.297905231344284,26.212068965517243,38.85925536767954,42.516980380662666,16.169287555761642,18.98190021847923,0.43103448275862066,0.0,5.564676324252423,13.148952615672142,9.106574012493262,0.7413793103448276,112.16811607623923,-0.3274684876648273,8.60297457682746
28,58,26.047659827922942,25.872413793103448,38.576834537972275,41.672268129230524,15.95670589457524,18.67359872954867,0.46551724137931033,0.0,5.647098914837011,13.023829913961471,9.120240436422405,0.7758620689655172,113.95065307617188,-0.6773470624770542,7.4280420294353835
29,58,25.445338387324895,26.696551724137944,39.325789100949464,43.877859470627534,15.28438850048309,19.436471671349114,0.46551724137931033,0.0,5.917473691742996,12.722669193662448,9.403552603886043,0.7413793103448276,119.01343720534751,4.686797567499146,10.374413028797111
30,58,26.05785985486261,28.08275862068967,40.51115249604461,50.72131769744864,16.092755084266585,21.560046322227613,0.4827586206896552,0.017241379310344827,6.142522688240843,13.028929927431305,9.120508107152487,0.7586206896551724,118.76493677599677,7.210469573794785,20.129928923194395
