horizon,origins,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,mean_pinball_loss,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
20,348,6960,19.174390300882276,19.104382183908047,36.01655447567147,38.98602208617145,13.949480032795398,14.358009893267928,0.5452586206896551,0.00646551724137931,4.126361001025671,9.587195150441138,5.852607419770338,6.522054523745716,0.723132183908046,53.23290504367872,-0.36645056772994256,7.616749418385182
