forecast_origin_date,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,mean_pinball_loss,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
1998-04-01,20,108.18101440429686,22.24499999999997,110.13237400496384,30.54700476315147,116.93707156476208,24.045486828553983,0.5,0.0,17.43466027832031,54.09050720214843,23.68454748535156,31.736571655273433,0.25,151.24888916015624,-386.3160908262396,-260.53411736726264
1998-04-30,20,129.39835083007816,58.49499999999997,135.6024633615943,65.11034863982835,134.93791582206947,60.99918071117493,0.05,0.0,18.14040759277344,64.69917541503908,52.3361414794922,45.058574829101566,0.0,123.2528076171875,-121.2126691684387,-108.26560784017296
1998-06-01,20,17.842122802734366,17.024999999999977,21.071253222409794,18.919368382691825,18.117595390534195,17.287856660003083,0.85,0.0,7.636088500976562,8.921061401367183,5.770470947265625,7.442540283203123,1.0,134.0655944824219,-4.79954656525339,-11.373978222690546
1998-07-01,20,52.49693237304687,74.51000000000003,64.4285887368521,86.3906765802885,52.27312567846941,74.19234645227525,1.0,0.0,20.00120520019531,26.248466186523434,9.197853027343747,18.48250813802083,0.3,77.83759155273438,29.543776173605096,25.42182642015263
1998-07-31,20,114.98577148437501,67.97999999999999,122.67984048235246,75.39863393987984,111.76736238474487,66.07726501141416,0.05,0.0,15.390755493164061,57.492885742187504,65.06508740234376,45.982909545898444,0.05,82.12684936523438,-69.14647173341427,-62.708306598993495
1998-09-01,20,37.01038696289061,25.954999999999995,43.22224627754745,29.59085162681196,35.02437965263792,24.56223369930465,0.2,0.0,9.317869262695309,18.505193481445303,3.993808593750002,10.605623779296872,1.0,133.1167785644531,-42.594440234600704,-46.06624649621177
1998-10-01,20,39.94898193359377,49.955000000000084,43.4683271513028,55.14303673175799,37.200074293971035,46.51757370048586,0.9,0.0,3.7042340087890686,19.974490966796886,8.021506958007812,10.566743977864588,0.6,85.93602294921875,20.030063189683307,21.17168417337358
1998-10-30,20,17.99932495117189,18.45999999999999,23.18393299933548,31.574974267606255,16.471184372874184,16.892748164061615,0.65,0.0,3.7221590576171932,8.999662475585945,4.046628173828124,5.589483235677086,0.85,72.09669799804688,2.495531142080721,26.574974209494147
1998-12-01,20,7.388874511718745,34.96499999999999,8.73466159641751,36.499472598929415,6.701013942140183,31.709965044788675,1.0,0.0,2.6746267089843765,3.6944372558593725,3.728298095703123,3.3657873535156235,1.0,64.029248046875,78.86779776428214,76.06907449760325
1998-12-31,20,10.445270996093734,31.674999999999965,13.904352683993642,33.003477089543125,9.410727498589859,28.53777500165478,1.0,0.0,3.27250122070312,5.222635498046867,3.950325317382813,4.1484873453776,0.85,57.83018188476562,67.02361169346882,57.87003700770935
1999-02-01,20,36.06303833007814,21.475000000000044,45.49321878875165,30.704340084098913,32.15088591702232,19.14537174457091,0.3,0.0,6.2680305175781275,18.03151916503907,12.888885375976576,12.396145019531259,0.55,54.39640502929687,-67.9303298257419,-48.1654341508273
1999-02-26,20,7.081243896484341,7.709999999999956,9.106239019439963,10.063548082063248,6.273285256458136,6.830301290893956,0.95,0.0,3.9493135986328127,3.5406219482421704,4.684009155273437,4.057981567382807,1.0,86.3332275390625,8.155072678542403,9.51263962587453
1999-04-01,20,13.716977539062475,18.860000000000092,17.05595388355492,25.89281753691557,12.102675453679248,16.640433973619572,1.0,0.0,2.1869614257812495,6.858488769531237,3.672135864257812,4.239195353190099,1.0,58.590972900390625,27.269472221302184,34.12862907160208
1999-04-30,20,45.89641357421874,20.3849999999999,46.71693645379221,21.71707853280445,40.28299763462416,17.89178811224331,0.0,0.0,7.179814697265625,22.94820678710937,17.734989990234364,15.954337158203122,0.0,52.0926025390625,-125.14796945900892,-115.1161187874536
1999-06-01,20,6.064893798828143,16.760000000000083,7.672654850515596,19.662807530970824,5.298317193937227,14.641607770204686,0.95,0.0,2.521908325195313,3.0324468994140714,2.1714705810546864,2.5752752685546905,1.0,46.9337890625,63.813282823221286,60.97884374634486
1999-07-01,20,44.45796264648438,26.7900000000001,48.1610257932627,30.688955668122787,38.66617195295221,23.299914907403142,0.0,0.0,6.654781860351564,22.22898132324219,19.966065917968756,16.283276367187504,0.05,44.546234130859375,-65.94984190550286,-56.93276211183847
