evaluation,alpha,context_length,horizon,origins,rows,ensemble_mae,chronos_mae,random_walk_mae,ensemble_rmse,chronos_rmse,random_walk_rmse,ensemble_direction_accuracy,chronos_direction_accuracy,random_walk_direction_accuracy,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent,mae_improvement_vs_chronos_percent,rmse_improvement_vs_chronos_percent
locked_2026_january_to_july,0.5,756,20,7,140,34.87239868164065,33.67946079799107,36.08071428571428,41.52338687185876,40.76308370253633,42.36832290419679,0.8071428571428572,0.8071428571428572,0.007142857142857143,3.3489237338963953,1.9942635781184797,-3.5420337956263666,-1.865175792073667
