horizon,origins,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
5,58,290,11.080694832637393,13.894827586206896,25.46733785121029,45.96837406079426,8.974804963637734,13.23735442234328,0.593103448275862,0.017241379310344827,2.8256686296134155,5.5403474163186965,2.875406767746496,0.7655172413793103,40.1796003670528,20.253095881254644,44.59813214726905
