horizon,origins,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
20,58,1160,17.53761285189925,21.017758620689655,31.46966834308244,45.18199385779159,12.128272899541331,16.823805120684497,0.5612068965517242,0.007758620689655172,4.371989418819033,8.768806425949625,5.370650078082908,0.7206896551724138,64.97393735688308,16.558120357156383,30.349093397400996
