forecast_step,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
1,58,7.425018941945052,9.268965517241385,21.448195276480522,38.03365116169698,6.518161535474134,9.724637369883636,0.5172413793103449,0.08620689655172414,1.8204767266635222,3.712509470972526,2.2300005051185314,0.8620689655172413,26.418727480132006,19.89376885550358,43.60731977770091
2,58,9.779289508688027,12.605172413793094,21.315690534522382,40.959435357772996,7.740658972173501,11.974965136843473,0.6379310344827587,0.0,2.254598999023437,4.889644754344014,2.6511596679687477,0.7241379310344828,32.5644373400458,22.4184391322793,47.95902251011563
3,58,11.471093118601836,14.777586206896565,27.626217212415828,50.78773779510983,9.541806994244295,14.3986216574202,0.6379310344827587,0.0,2.897831189385774,5.735546559300918,2.8397778320312494,0.7241379310344828,38.79252045730065,22.375055316893494,45.60455257159365
4,58,12.456661671605602,15.689655172413795,24.39947775755649,47.38047393541803,9.695106824216838,14.481845820460915,0.6551724137931034,0.0,3.206039007778827,6.228330835802801,2.9237321524784505,0.7068965517241379,43.63423419820851,20.60589264251376,48.50309477525657
5,58,14.591775828394391,17.132758620689643,30.29682889546403,51.15583527573975,11.439596971479624,15.606702127108177,0.5344827586206896,0.0,3.5850696432179388,7.295887914197196,3.5642355030980575,0.7068965517241379,48.44946183829472,14.83113635434484,40.77541939808367
6,58,16.66536086509967,19.07241379310345,36.7326947315879,54.174195409584634,13.436494533893338,17.206256734502862,0.4827586206896552,0.0,3.780793499124462,8.332680432549836,3.8248408876616424,0.7413793103448276,51.690766433189665,12.620599333232613,32.19521867584754
7,58,17.09981142241379,20.249999999999996,31.872802632740175,48.42379188673326,12.423388225629068,16.982271638386667,0.5344827586206896,0.0,4.137611904801991,8.549905711206895,5.15541061927532,0.6896551724137931,53.78313472353179,15.556486802894849,34.17945726494745
8,58,16.919954286772633,20.667241379310333,31.611755386869554,50.27515496641011,12.3586396723595,17.59717116428365,0.603448275862069,0.0,4.31802542850889,8.459977143386316,4.861514324319776,0.7758620689655172,58.01869990907866,18.131530104879182,37.12251029760121
9,58,15.704541647023174,20.24827586206897,25.6558895159475,44.97172675022107,10.580378251780235,16.75439538153666,0.5344827586206896,0.0,4.178025786301186,7.852270823511587,4.511242759967666,0.7931034482758621,62.739001043911635,22.440104263679842,42.95106866044146
10,58,17.400510380185885,20.82931034482758,28.75090782766388,35.347250295437064,10.944268523779064,15.270336212236172,0.5517241379310345,0.0,4.589511171538255,8.700255190092943,5.598158674568964,0.7241379310344828,65.54608575228987,16.461418586972794,18.661543437297293
11,58,17.752855813914344,21.900000000000006,29.772313123817405,38.74667950178175,10.719121438152023,16.316490176359395,0.5344827586206896,0.0,5.108304801151673,8.876427906957172,5.866685306943698,0.7241379310344828,69.47613525390625,18.936731443313516,23.161639896269463
12,58,17.98188371329472,22.09827586206896,29.175214901662912,34.815615303560506,10.873472644054438,15.76170377687027,0.5689655172413793,0.0,4.755366821289062,8.99094185664736,6.386408270474141,0.7068965517241379,70.59319963126347,18.627662060459226,16.2007775899361
13,58,18.79917265793373,23.162068965517246,31.72847077650018,40.540282223470285,12.036372064252589,17.242923515081536,0.5689655172413793,0.0,5.166955924198549,9.399586328966866,6.405355898100755,0.6896551724137931,74.60792173188308,18.836384236998946,21.735940066713734
14,58,20.60644762762662,25.66724137931035,34.10898706057769,48.40574737890476,13.753758737181503,19.88061760405608,0.5689655172413793,0.0,4.860050238247575,10.30322381381331,6.534562883048227,0.6724137931034483,75.85193081559807,19.71693676346184,29.53525375079242
15,58,21.397965635102384,26.42068965517242,34.8198958686651,51.9274726305171,14.353196149578348,20.887323975946313,0.5517241379310345,0.0,4.99422918911638,10.698982817551192,6.5388349230536145,0.6896551724137931,80.41314171100485,19.010571206216525,32.94513654376874
16,58,22.378027554216054,27.34827586206894,36.406677000973005,53.269691194899934,15.068284514128678,21.65254503595219,0.5344827586206896,0.0,5.08405071390086,11.189013777108027,6.918071099643046,0.6724137931034483,82.37600918473869,18.173900003496893,31.655926316954886
17,58,22.194095374797964,27.091379310344827,35.50004677847061,48.10307359883744,13.994087657412202,20.75643434068595,0.5862068965517241,0.017241379310344827,5.390181232320855,11.097047687398982,7.136853237809806,0.6896551724137931,83.10073010674839,18.07690881828537,26.200044773586818
18,58,22.94444032866379,25.420689655172406,36.70691375384688,39.48138365321579,15.118145063133117,18.239492452025214,0.5517241379310345,0.0,5.469153968547953,11.472220164331896,7.304279637830009,0.7413793103448276,85.6815932701374,9.74107846835999,7.027286388284741
19,58,23.520315236058742,25.165517241379305,38.867346646655534,39.066971675087245,15.671422633914323,17.7989747117178,0.6206896551724138,0.0,5.871853111530176,11.760157618029371,7.925829446726835,0.7068965517241379,89.19151358768858,6.53752509650539,0.5109815782291899
20,58,24.99001422750539,25.5396551724138,39.23026094573097,39.376548683282245,16.385175960486393,17.94239358233271,0.4827586206896552,0.05172413793103448,5.626460908034748,12.495007113752695,8.463190475990029,0.6379310344827587,91.59552422885237,2.1521079325381516,0.371509800739302
21,58,25.09502584523169,26.54999999999998,39.18196153851844,42.340001058752605,15.948610340646036,19.18136453120659,0.5172413793103449,0.0,5.807570821827853,12.547512922615844,8.561437630488953,0.7068965517241379,95.97954690867456,5.480128643195073,7.458761079981895
22,58,26.403575397359916,27.82241379310345,39.43401417295756,43.59644283179772,16.61180873525384,20.05942450628497,0.5,0.0,6.376722517342404,13.201787698679958,8.818482855435079,0.6896551724137931,98.4135636954472,5.099623657007189,9.547633679425392
23,58,26.83387451171874,27.162068965517236,40.86763965279466,40.878971915002765,17.48779426918826,19.09121044918899,0.5517241379310345,0.0,5.676811165645204,13.41693725585937,8.927906536233838,0.7241379310344828,100.21684843918374,1.208282234373032,0.027721495128766028
24,58,27.455292589911096,27.38965517241379,41.70892855846813,39.94768130166393,18.250874869365823,19.005322725923456,0.4827586206896552,0.017241379310344827,5.816448069605336,13.727646294955548,8.618357017780175,0.7586206896551724,102.92229067046067,-0.2396430954830535,-4.408884819882758
25,58,26.466342899717127,27.348275862068963,39.63072013610752,41.3142582050614,17.195274813342103,19.67932223540297,0.5,0.0,5.7476265321928866,13.233171449858563,8.971014656856136,0.7068965517241379,105.60239173626077,3.224821070256368,4.074956545504742
26,58,26.850919105266705,26.518965517241373,39.807769750407786,40.861964862372844,16.80797280525996,18.854410379358168,0.4482758620689655,0.0,5.329566018992455,13.425459552633352,9.410260788490028,0.7586206896551724,107.69278795965786,-1.2517591902652139,2.579893344619358
27,58,25.870621253704194,26.212068965517243,39.76772632851583,42.516980380662666,15.577810498031479,18.98190021847923,0.4482758620689655,0.0,5.5556573275862045,12.935310626852097,9.068469343514273,0.7413793103448276,110.16090866615032,1.3026354854408269,6.466249549079546
