forecast_step,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
28,58,25.664197829674023,25.872413793103448,39.60832394219665,41.672268129230524,15.402107966295434,18.67359872954867,0.46551724137931033,0.0,5.641807482489224,12.832098914837012,9.116502664500263,0.7758620689655172,111.7026840736126,0.8047798133351065,4.952800218681033
29,58,25.604092722925653,26.696551724137944,40.73810035890947,43.877859470627534,15.54344885214792,19.436471671349114,0.46551724137931033,0.0,5.886824256633889,12.802046361462827,9.42586895120555,0.7413793103448276,116.78204766635237,4.092135240914029,7.155679765599923
30,58,26.5368460819639,28.08275862068967,42.33924073252418,50.72131769744864,16.759177505350298,21.560046322227613,0.4827586206896552,0.017241379310344827,6.146371060075431,13.26842304098195,9.07021282327587,0.7758620689655172,116.57016096443965,5.504845729745492,16.52574764505002
31,58,27.228899304620164,28.83793103448277,46.21298337910387,52.66953906032961,16.948505995180117,21.930110564907842,0.4482758620689655,0.0,6.447533106310617,13.614449652310082,9.969708272999728,0.8275862068965517,120.46218135439116,5.57956716082932,12.2586143649941
32,58,28.22098725417565,29.97413793103448,48.19567548875165,53.66217604543291,17.688099216293402,22.593048518241698,0.46551724137931033,0.0,6.476410480367725,14.110493627087825,10.47069445379849,0.7758620689655172,119.62496527310076,5.848877725499692,10.186878280994543
33,58,28.33663098565463,29.59137931034484,49.32462686191848,49.965331084111,17.12255584133162,21.484435303281042,0.5,0.017241379310344827,6.27548861799569,14.168315492827315,10.886181935277476,0.8275862068965517,126.70115082839439,4.240249538660621,1.282297561711269
34,58,29.344650794719833,30.158620689655184,52.730922973457446,52.96803199849041,17.011956927295905,21.199395275531256,0.46551724137931033,0.0,6.528690143453665,14.672325397359916,11.033758081896554,0.8448275862068966,127.57445447198276,2.6989626061199594,0.44764552520985107
35,58,29.82093674232219,30.486206896551725,52.614932711421034,53.39812085031482,17.13406331424571,21.265454871949217,0.5,0.0,6.757655281856143,14.910468371161095,11.181062369511041,0.8448275862068966,131.27963256835938,2.182200483277517,1.466696067993125
36,58,32.15937373720367,31.75517241379311,55.89112362462102,54.32931513242754,19.07252085906387,21.741486010145614,0.46551724137931033,0.017241379310344827,6.90280296588766,16.079686868601836,12.097504735486256,0.7931034482758621,133.59348902209052,-1.2728676706381004,-2.874706755250963
37,58,31.929672767376086,31.936206896551727,55.661125475979084,54.712003032808695,19.055822604691812,22.377688513947348,0.5172413793103449,0.017241379310344827,7.168765448208512,15.964836383688043,11.960033885035026,0.7931034482758621,136.92634108970904,0.02045994127232006,-1.7347609127036274
38,58,31.66785109947468,30.637931034482758,56.66204341488354,54.20461234987296,19.09479477384875,21.49830671364091,0.4827586206896552,0.0,7.363328604862609,15.83392554973734,12.116408986058728,0.7758620689655172,139.1836632037985,-3.3615849054322773,-4.5336198498177085
39,58,34.46532213934538,30.448275862068986,59.67297055648334,51.126202877679624,21.946622160581942,20.36561804903188,0.5172413793103449,0.0,7.318480750774515,17.23266106967269,12.790350194470635,0.7758620689655172,140.69172194908404,-13.193017218688041,-16.717000672340202
40,58,35.60806800579202,31.039655172413784,65.14061183716292,54.603197140195306,22.586186478807953,20.17604731183008,0.5344827586206896,0.0,7.6125632240032335,17.80403400289601,13.40284541689116,0.7758620689655172,142.77858970905172,-14.717988353937553,-19.298164299633402
41,58,34.049925705482224,31.348275862068963,63.56885944124546,54.236312431865215,21.294549649308102,20.674088046390203,0.5172413793103449,0.0,7.2877934738685335,17.024962852741112,13.127775752626615,0.7758620689655172,145.9654477875808,-8.618176818720116,-17.20719309799007
42,58,33.159836972993,30.64827586206897,61.95897882490438,53.31379778709033,20.7234935141285,20.639233953339055,0.5344827586206896,0.0,7.129029541015624,16.5799184864965,12.698831429317085,0.8103448275862069,148.30126637425917,-8.194787603149955,-16.215654102037043
43,58,32.77003194874732,31.617241379310347,59.87609036006376,55.333250588499254,19.957331586852398,22.005887501457007,0.5,0.0,7.383748253131737,16.38501597437366,12.510308922077046,0.8103448275862069,150.57320746060074,-3.646082071509666,-8.209963671479507
44,58,33.05037904936693,32.34310344827587,62.63525115271224,57.093968218162516,20.02852890489953,22.34290928944037,0.5517241379310345,0.0,7.602413330078123,16.525189524683466,13.099643870386574,0.7586206896551724,153.4074928020609,-2.186789533732161,-9.705548777720017
45,58,34.723279229525865,33.07931034482758,62.176728240262456,53.960164105984965,21.54994423715838,22.1215284233286,0.5862068965517241,0.0,7.772311359273979,17.361639614762932,13.57752426673626,0.7413793103448276,157.87260489628233,-4.969779803632876,-15.227092560613903
46,58,36.72582165948274,34.889655172413796,62.65675051830132,54.091091751752906,23.112704135242517,23.32925741493681,0.5689655172413793,0.0,7.850369031182651,18.36291082974137,14.621502601360449,0.7068965517241379,156.33818317281788,-5.262781985076039,-15.835618193583295
47,58,36.29884264715786,34.11896551724138,58.11177197330609,48.93903843312228,23.22634025270184,22.96629787868539,0.5344827586206896,0.0,7.787460032495959,18.14942132357893,14.067891593143857,0.7241379310344828,159.19760342301993,-6.389048134577598,-18.743183016803297
48,58,37.62461190059266,33.57586206896552,59.769969938065024,48.61407842065562,24.52827655819647,22.242164696993306,0.5,0.0,7.650661431674298,18.81230595029633,14.290958441372572,0.7068965517241379,157.86525963092672,-12.0585134145206,-22.947861771394553
49,58,39.83495651771282,32.76206896551726,62.75978839268611,45.77585193843645,27.109480885932207,20.60420077916249,0.5344827586206896,0.0,7.591190269733298,19.91747825885641,14.355841737944502,0.7586206896551724,170.18881962217134,-21.588647406975177,-37.1023929321757
50,58,40.55611972151131,32.277586206896565,63.2325599970403,43.509525314618735,28.20822093833831,20.16453235136028,0.5172413793103449,0.0,7.76470496868265,20.278059860755654,14.100561712856951,0.7586206896551724,171.90284571154365,-25.647932474101538,-45.330383496036056
51,58,41.29243753367458,32.97068965517243,59.5894861104793,43.07966757788052,28.000429317586626,20.93333340393357,0.5344827586206896,0.0,8.311158447265624,20.64621876683729,14.196248379411365,0.7413793103448276,175.3727280189251,-25.239835640491794,-38.323922771112166
52,58,42.53357733364763,33.66034482758621,61.30595301550668,43.99748621345825,29.23050016417905,21.53014554815983,0.4827586206896552,0.0,8.183108730973867,21.266788666823814,14.524834994612066,0.7241379310344828,178.4681617473734,-26.361086172799382,-39.33967208507016
53,58,42.832738626414354,33.493103448275875,61.210220063342234,42.43130350627212,29.71845643786868,21.09657142561225,0.4827586206896552,0.0,8.458211501549032,21.416369313207177,14.466281696188037,0.7586206896551724,181.6775744207974,-27.885248652940987,-44.25722286446902
54,58,46.4026453478583,35.61896551724138,67.77458991866477,46.734375961937516,32.63002041967267,22.026192498112785,0.43103448275862066,0.017241379310344827,8.77657399144666,23.20132267392915,16.654979711072198,0.7068965517241379,184.3367919921875,-30.27510674165164,-45.0208514046776
55,58,45.94510687466327,35.26379310344828,66.90594003552393,45.2801833035159,32.31949300248061,21.810036607473673,0.46551724137931033,0.0,8.53649346713362,22.972553437331634,16.444271934772352,0.7241379310344828,186.32574147191542,-30.28974716327528,-47.7598701114994
56,58,46.64731192753232,36.18103448275861,68.07877118369088,46.335952749904465,32.841455496334575,22.669875203556376,0.43103448275862066,0.017241379310344827,8.631254882812499,23.32365596376616,16.562121434705006,0.7241379310344828,186.9002738163389,-28.927524031302134,-46.92429343396039
57,58,46.49218876279633,36.64310344827586,67.01830155476912,46.95235479387222,32.26086921307719,22.836443261796642,0.43103448275862066,0.0,8.640855144632273,23.246094381398166,16.77441174737338,0.7586206896551724,190.78789125639815,-26.878414729317623,-42.73682725603302
58,58,46.63335529195851,35.81206896551724,66.70761347003047,45.05797223654174,32.902704739172094,22.611988667079675,0.46551724137931033,0.0,8.738248417295257,23.316677645979254,16.455039504478716,0.7758620689655172,193.43898904734644,-30.216870007876057,-48.04841442893651
59,58,47.31547051791488,37.14310344827587,67.06089597120759,47.02440122260812,33.17220010067818,23.41298221009694,0.5344827586206896,0.0,8.960309742894667,23.65773525895744,17.33442681674299,0.7758620689655172,194.47817361765894,-27.386960499422656,-42.60871851137242
60,58,48.8287157782193,39.12931034482759,67.676700203608,49.531625216135645,33.8159411992648,24.649588868005598,0.5172413793103449,0.0,9.118129188274514,24.41435788910965,17.52969827586207,0.7758620689655172,196.89262968918374,-24.788081742089414,-36.63331237021742
