forecast_origin_date,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
1996-12-31,30,11.340565185546874,11.629999999999955,13.643862093542948,14.968934497819099,31.93556782708451,32.75062995117213,0.5,0.0,1.908453898111979,5.670282592773437,4.2301561279296855,0.43333333333333335,15.23087158203125,2.488691439837335,8.85214912570569
1997-07-01,30,4.866844482421872,3.280000000000018,5.32058270457396,3.929206875015224,13.127854764706704,8.847491179091621,0.26666666666666666,0.0,1.3364964599609372,2.433422241210936,0.47458548990885435,0.8333333333333334,17.004313151041668,-48.37940495188552,-35.411111550428224
1997-12-31,30,95.57792317708329,248.81999999999996,110.6827012347609,260.8713603802967,139.06750089953738,362.037324348554,1.0,0.0,60.01647794596355,47.788961588541646,91.0642923177083,1.0,1510.8077026367187,61.58752384169949,57.57192316036214
1998-07-01,30,54.06997965494791,79.76333333333336,67.4497135502751,91.71778635212115,53.83946669208653,79.42328359757056,1.0,0.0,21.684355550130206,27.034989827473954,10.048338541666665,0.36666666666666664,90.65077718098958,32.21198588957179,26.45950558452919
1998-12-31,30,8.420968424479163,32.419999999999966,11.727795901949293,33.34643409221838,7.586920353396242,29.2089870735169,1.0,0.0,3.5885989583333293,4.210484212239582,4.2793583984375,0.9,69.08085123697917,74.02539042418516,64.83043473399138
1999-07-01,30,53.00372395833333,32.02000000000009,56.46213411607969,35.0912809683546,46.09862851827725,27.848573174133932,0.0,0.0,7.843828206380209,26.501861979166666,24.367591471354167,0.03333333333333333,51.48513590494792,-65.53317913283318,-60.90074958220353
1999-12-30,30,6.538217773437509,16.356666666666765,7.730844203429171,17.65182710089818,5.549286611752956,13.882656480944652,0.9333333333333333,0.0,1.804534098307292,3.2691088867187545,2.7693367513020846,0.9666666666666667,45.52828369140625,60.02719926571753,56.20371670740078
2000-06-30,30,8.396379394531262,1.3700000000000272,9.240417852298817,1.7230786401090623,6.996155259276102,1.1415316358204568,0.4,0.06666666666666667,2.64512947591146,4.198189697265631,0.9417715657552068,1.0,35.86901041666667,-512.874408359934,-436.2737159642316
2001-01-02,30,20.21529541015625,10.689999999999978,25.37194300977201,13.56071532036565,16.353646238733116,8.647930922850929,0.7,0.03333333333333333,3.5979249674479172,10.107647705078126,8.445566650390623,1.0,120.43491617838542,-89.10472787798216,-87.09885437730642
2001-06-29,30,7.93172526041667,7.126666666666657,9.679184646964696,9.000074073769229,6.098382450208567,5.479405488914179,0.6,0.0,3.3706707356770824,3.965862630208335,3.116783691406249,1.0,64.87454427083334,-11.296425543732651,-7.545610931967099
