forecast_origin_date,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
1996-12-31,60,16.65310852050781,20.636666666666617,19.442914909398613,24.597635387708806,46.89594107410705,58.11382918535596,0.7666666666666667,0.0,2.6804007771809895,8.326554260253905,6.446765055338537,0.3,20.36090596516927,19.30330227503868,20.95616264352774
1997-07-01,60,11.722401529947915,10.553333333333365,13.719514042348585,13.592142337885306,31.62007443109259,28.46662304167073,0.3333333333333333,0.0,2.344773213704427,5.861200764973957,1.5756000162760466,0.5666666666666667,23.709209187825522,-11.077715065835877,-0.9370980769400602
1997-12-31,60,111.1220556640625,192.57166666666663,141.03988265480382,217.38950948317014,161.68447756903893,280.1950443908915,0.8833333333333333,0.0,60.67451643880209,55.56102783203125,143.37514908854163,1.0,2040.4966552734375,42.29573976923093,35.121118314256634
1998-07-01,60,44.86492635091144,57.59500000000001,56.88952838160277,71.39008684684453,44.67365668209144,57.34945905138631,0.8666666666666667,0.0,15.97191809082031,22.43246317545572,9.168226562499997,0.6833333333333333,140.16901652018228,22.102740948152743,20.311725486971703
1998-12-31,60,35.56223876953126,25.970000000000006,46.784819301902104,27.875263825358363,32.040005321547234,23.397822156052893,0.55,0.0,8.311008260091144,17.78111938476563,3.2878473307291625,0.8666666666666667,107.1188741048177,-36.935844318564705,-67.83632827661906
1999-07-01,60,65.55117513020834,34.77166666666676,68.29750366960272,36.665053752403985,57.01145213191975,30.241764633143667,0.0,0.0,10.003621744791669,32.77558756510417,25.590858439127604,0.016666666666666666,71.62953084309896,-88.51893341381822,-86.27411303092585
1999-12-30,60,5.198350016276038,19.511666666666766,6.9925919960382705,21.147478179048615,4.412079124332963,16.560450318159656,0.9666666666666667,0.0,3.041171671549479,2.599175008138019,3.215053304036459,0.9833333333333333,62.44179890950521,73.357734605231,66.9341567025896
2000-06-30,60,15.041627604166676,3.2866666666666786,17.645403339169395,5.3342915805818825,12.533207127289183,2.7385649462748227,0.5333333333333333,0.03333333333333333,3.9834559733072923,7.520813802083338,1.102839192708332,1.0,50.86295166015625,-357.6560122971589,-230.79187878298495
2001-01-02,60,20.752004801432292,18.586666666666652,25.65383905885547,24.538663370281586,16.787830124738786,15.036128102842794,0.7,0.016666666666666666,6.286566691080731,10.376002400716146,14.079561238606768,0.9833333333333333,203.6364013671875,-11.649954096658764,-4.544565739976114
2001-06-29,60,10.178909505208336,11.01166666666664,12.110040968981652,13.131203295966413,7.82615144256305,8.466424711238526,0.7166666666666667,0.0,4.037244710286458,5.089454752604168,5.638327799479167,1.0,96.75572509765625,7.562498817541749,7.776608921274089
