lead_segment,rows,original_coverage,corrected_coverage,coverage_change_percentage_points,original_mean_width,corrected_mean_width,mean_width_increase,mean_width_increase_percent,corrected_below_rate,corrected_above_rate
D+1~D+5,120,0.7416666666666667,0.8333333333333334,9.166666666666668,20.62305908203125,26.64014892578125,6.01708984375,29.176514598615753,0.10833333333333334,0.058333333333333334
D+6~D+10,120,0.6916666666666667,0.8166666666666667,12.5,33.37464904785156,39.39173889160156,6.01708984375,18.02892319593497,0.125,0.058333333333333334
D+11~D+20,240,0.7791666666666667,0.8291666666666667,5.000000000000004,46.423142496744795,52.440232340494795,6.01708984375,12.96140140485302,0.0875,0.08333333333333333
