requested_origin,forecast_origin_date,forecast_origin_value,forecast_step,target_date,actual_value,chronos_q0.1_lower,chronos_q0.5_median,chronos_q0.9_upper,random_walk_forecast,history_rows,context_length,mase_scale_training_only,model_id
1997-01-02,1996-12-31,844.2,1,1997-01-03,844.6,835.571533203125,841.9315185546875,847.25830078125,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,2,1997-01-06,842.7,835.2304077148438,842.0245971679688,847.516845703125,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,3,1997-01-07,844.7,835.922607421875,842.54833984375,847.6378784179688,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,4,1997-01-08,844.6,836.974609375,841.388671875,847.8829345703125,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,5,1997-01-09,844.8,835.6490478515625,841.295654296875,847.678466796875,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,6,1997-01-10,846.7,836.2274169921875,841.7625732421875,848.6045532226562,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,7,1997-01-13,846.8,836.5872192382812,842.1052856445312,848.1954956054688,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,8,1997-01-14,847.5,835.93896484375,842.8375244140625,849.02001953125,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,9,1997-01-15,848.3,836.319091796875,843.4758911132812,848.955078125,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,10,1997-01-16,849.1,836.675537109375,843.5641479492188,849.7022705078125,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,11,1997-01-17,849.0,836.3263549804688,843.6015014648438,851.47607421875,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,12,1997-01-20,848.8,836.1502075195312,843.6904907226562,849.7813720703125,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,13,1997-01-21,849.6,835.530029296875,842.3236694335938,849.7432861328125,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,14,1997-01-22,852.1,835.7564697265625,843.3897705078125,849.33837890625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,15,1997-01-23,853.6,836.5526123046875,844.4996337890625,850.9677734375,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,16,1997-01-24,854.1,835.9735717773438,843.56787109375,851.197265625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,17,1997-01-27,854.1,837.2424926757812,846.4334106445312,854.6832275390625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,18,1997-01-28,855.0,837.0693359375,846.4234619140625,854.70556640625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,19,1997-01-29,857.5,837.217529296875,846.8948974609375,854.6349487304688,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,20,1997-01-30,859.6,838.3892211914062,845.6085205078125,854.981689453125,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,21,1997-01-31,861.3,836.8724365234375,845.5126953125,854.9019775390625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,22,1997-02-03,864.5,837.1060180664062,845.7139892578125,855.3661499023438,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,23,1997-02-04,866.8,837.9422607421875,846.2449951171875,855.1690063476562,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,24,1997-02-05,868.6,836.949951171875,846.75341796875,855.73486328125,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,25,1997-02-06,869.9,837.748779296875,847.5572509765625,855.650634765625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,26,1997-02-10,867.8,837.99072265625,847.53515625,856.4381103515625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,27,1997-02-11,867.8,837.7362670898438,847.5167846679688,858.3421020507812,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,28,1997-02-12,869.3,837.2987060546875,847.533447265625,856.1488037109375,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,29,1997-02-13,868.7,836.4705810546875,845.9996337890625,856.0093383789062,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,30,1997-02-14,874.0,837.08984375,847.0050048828125,855.5540771484375,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,31,1997-02-17,875.0,837.8968505859375,848.1759033203125,857.3257446289062,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,32,1997-02-18,878.8,837.350341796875,847.241943359375,857.3402099609375,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,33,1997-02-19,878.7,838.15234375,849.928466796875,860.7535400390625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
