requested_origin,forecast_origin_date,forecast_origin_value,forecast_step,target_date,actual_value,chronos_q0.1_lower,chronos_q0.5_median,chronos_q0.9_upper,random_walk_forecast,history_rows,context_length,mase_scale_training_only,model_id
1997-01-02,1996-12-31,844.2,1,1997-01-03,844.6,835.3956298828125,841.695068359375,846.9830322265625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,2,1997-01-06,842.7,835.110107421875,841.81005859375,847.3115234375,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,3,1997-01-07,844.7,835.7781982421875,842.33203125,847.3980712890625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,4,1997-01-08,844.6,836.78955078125,841.183349609375,847.6292114257812,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,5,1997-01-09,844.8,835.5308837890625,841.0869140625,847.441650390625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,6,1997-01-10,846.7,836.0387573242188,841.5316772460938,848.3270263671875,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,7,1997-01-13,846.8,836.4371948242188,841.8787231445312,847.9161376953125,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,8,1997-01-14,847.5,835.75341796875,842.5567626953125,848.7222900390625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,9,1997-01-15,848.3,836.1290893554688,843.1761474609375,848.6323852539062,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,10,1997-01-16,849.1,836.5032958984375,843.2747192382812,849.3652954101562,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,11,1997-01-17,849.0,836.1843872070312,843.30908203125,851.056884765625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,12,1997-01-20,848.8,836.0179443359375,843.3846435546875,849.3595581054688,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,13,1997-01-21,849.6,835.4109497070312,842.0286865234375,849.285888671875,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,14,1997-01-22,852.1,835.6533813476562,843.0790405273438,848.9436645507812,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,15,1997-01-23,853.6,836.4013671875,844.1732788085938,850.49267578125,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,16,1997-01-24,854.1,835.8619384765625,843.265625,850.7362060546875,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,17,1997-01-27,854.1,837.2113037109375,846.26611328125,854.41259765625,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,18,1997-01-28,855.0,837.0099487304688,846.2726440429688,854.552490234375,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,19,1997-01-29,857.5,837.2396240234375,846.7576293945312,854.4207763671875,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-01-02,1996-12-31,844.2,20,1997-01-30,859.6,838.4261474609375,845.5074462890625,854.7931518554688,844.2,8081,8081,0.3551076732673267,amazon/chronos-2
1997-07-01,1997-07-01,887.8,1,1997-07-02,888.1,878.8884887695312,885.3935546875,891.828857421875,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,2,1997-07-03,887.4,877.9466552734375,885.4449462890625,891.7435913085938,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,3,1997-07-04,887.2,878.583740234375,885.7398681640625,891.077392578125,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,4,1997-07-07,887.1,879.8076171875,884.0189819335938,891.452392578125,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,5,1997-07-08,887.2,878.0562744140625,884.1761474609375,891.0050048828125,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,6,1997-07-09,887.7,878.3426513671875,883.8385009765625,891.7442626953125,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,7,1997-07-10,888.0,879.0870361328125,884.6055297851562,891.44921875,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,8,1997-07-11,889.0,878.1943969726562,885.3866577148438,892.2705078125,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,9,1997-07-14,890.0,878.94873046875,886.5515747070312,892.2267456054688,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,10,1997-07-15,891.4,879.3963623046875,886.2969970703125,893.3671875,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,11,1997-07-16,890.8,878.2628173828125,886.3148193359375,894.80126953125,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,12,1997-07-18,892.8,877.9734497070312,886.1890869140625,892.7767333984375,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,13,1997-07-21,894.6,877.2025146484375,884.3742065429688,893.132080078125,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,14,1997-07-22,893.4,876.99365234375,885.3347778320312,891.6365356445312,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,15,1997-07-23,893.5,877.768310546875,886.7220458984375,893.4373779296875,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,16,1997-07-24,893.7,877.26318359375,885.2059936523438,893.69775390625,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,17,1997-07-25,893.2,877.1400146484375,886.7098388671875,896.395751953125,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,18,1997-07-28,891.4,876.4125366210938,886.8299560546875,896.5218505859375,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,19,1997-07-29,891.9,876.7757568359375,887.2724609375,895.7603759765625,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1997-07-01,1997-07-01,887.8,20,1997-07-30,891.7,878.1038818359375,885.5755615234375,896.188232421875,887.8,8204,8192,0.3707265634523954,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,1,1998-01-05,1695.8,1340.43115234375,1560.377685546875,1810.874755859375,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,2,1998-01-06,1716.3,1305.2593994140625,1583.584228515625,1916.89306640625,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,3,1998-01-07,1790.0,1238.0888671875,1608.23876953125,2025.614501953125,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,4,1998-01-08,1761.0,1191.80078125,1607.097412109375,2124.48828125,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,5,1998-01-09,1785.3,1131.4990234375,1596.968994140625,2142.857421875,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,6,1998-01-12,1805.3,1117.117919921875,1567.9681396484375,2131.0078125,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,7,1998-01-13,1742.0,1123.643798828125,1587.503662109375,2182.906005859375,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,8,1998-01-14,1755.7,1127.806640625,1607.58349609375,2232.615234375,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,9,1998-01-15,1715.1,1109.729736328125,1632.860107421875,2367.428466796875,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,10,1998-01-16,1597.2,1112.119140625,1640.771484375,2354.25341796875,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,11,1998-01-19,1621.9,1084.2506103515625,1635.8515625,2398.187255859375,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,12,1998-01-20,1581.1,1040.09375,1599.123779296875,2379.932861328125,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,13,1998-01-21,1637.2,1012.817138671875,1576.943603515625,2400.04931640625,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,14,1998-01-22,1714.4,1028.947021484375,1608.3350830078125,2442.10791015625,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
1998-01-02,1997-12-31,1415.2,15,1998-01-23,1746.8,1031.4356689453125,1636.69482421875,2505.697509765625,1415.2,8327,8192,0.6872772039394667,amazon/chronos-2
