horizon,origins,rows,chronos_mae,random_walk_mae,chronos_rmse,random_walk_rmse,chronos_mase,random_walk_mase,chronos_direction_accuracy,random_walk_direction_accuracy,pinball_q0.1,pinball_q0.5,pinball_q0.9,interval_80_coverage,interval_mean_width,mae_improvement_vs_random_walk_percent,rmse_improvement_vs_random_walk_percent
20,5,100,39.503861816406236,39.744,56.46770574678892,56.43876150306632,48.92674251303357,48.877133869073866,0.57,0.0,6.306188098144529,19.751930908203118,18.763391308593743,0.4,47.74797302246094,0.6042124184625708,-0.05128433536060708
