requested_origin,forecast_origin_date,forecast_origin_value,forecast_step,target_date,actual_value,chronos_q0.1_lower,chronos_q0.5_median,chronos_q0.9_upper,random_walk_forecast,history_rows,context_length,mase_scale_training_only,model_id,interval_correction,corrected_q0.1_lower,corrected_q0.5_median,corrected_q0.9_upper,evaluation_role,year,lead_segment
2020-06-01,2020-06-01,1237.6,1,2020-06-02,1227.8,1226.662841796875,1235.754150390625,1244.889892578125,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1223.654296875,1235.754150390625,1247.8984375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-06-01,2020-06-01,1237.6,2,2020-06-03,1224.1,1225.8197021484375,1235.828369140625,1246.047607421875,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1222.8111572265625,1235.828369140625,1249.05615234375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-06-01,2020-06-01,1237.6,3,2020-06-04,1216.9,1223.046630859375,1235.5675048828125,1247.493408203125,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1220.0380859375,1235.5675048828125,1250.501953125,internal_evaluation_2020_2021,2020,D+1~D+5
2020-06-01,2020-06-01,1237.6,4,2020-06-05,1217.4,1222.4090576171875,1235.2763671875,1248.607421875,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1219.4005126953125,1235.2763671875,1251.615966796875,internal_evaluation_2020_2021,2020,D+1~D+5
2020-06-01,2020-06-01,1237.6,5,2020-06-08,1213.1,1221.02783203125,1235.5140380859375,1250.5787353515625,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1218.019287109375,1235.5140380859375,1253.5872802734375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-06-01,2020-06-01,1237.6,6,2020-06-09,1204.2,1219.958740234375,1235.4361572265625,1251.8662109375,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1216.9501953125,1235.4361572265625,1254.874755859375,internal_evaluation_2020_2021,2020,D+6~D+10
2020-06-01,2020-06-01,1237.6,7,2020-06-10,1197.7,1219.6763916015625,1235.8057861328125,1253.368408203125,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1216.6678466796875,1235.8057861328125,1256.376953125,internal_evaluation_2020_2021,2020,D+6~D+10
2020-06-01,2020-06-01,1237.6,8,2020-06-11,1194.4,1218.6236572265625,1236.1732177734375,1255.2230224609375,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1215.6151123046875,1236.1732177734375,1258.2315673828125,internal_evaluation_2020_2021,2020,D+6~D+10
2020-06-01,2020-06-01,1237.6,9,2020-06-12,1192.8,1218.313232421875,1236.765380859375,1256.5848388671875,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1215.3046875,1236.765380859375,1259.5933837890625,internal_evaluation_2020_2021,2020,D+6~D+10
2020-06-01,2020-06-01,1237.6,10,2020-06-15,1206.6,1217.654052734375,1236.7530517578125,1257.8934326171875,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1214.6455078125,1236.7530517578125,1260.9019775390625,internal_evaluation_2020_2021,2020,D+6~D+10
2020-06-01,2020-06-01,1237.6,11,2020-06-16,1210.8,1216.9224853515625,1236.9378662109375,1258.675048828125,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1213.9139404296875,1236.9378662109375,1261.68359375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-06-01,2020-06-01,1237.6,12,2020-06-17,1206.6,1216.121826171875,1236.83935546875,1259.4503173828125,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1213.11328125,1236.83935546875,1262.4588623046875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-06-01,2020-06-01,1237.6,13,2020-06-18,1214.5,1215.3250732421875,1236.518310546875,1260.72314453125,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1212.3165283203125,1236.518310546875,1263.731689453125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-06-01,2020-06-01,1237.6,14,2020-06-19,1213.0,1214.3634033203125,1237.292236328125,1259.942626953125,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1211.3548583984375,1237.292236328125,1262.951171875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-06-01,2020-06-01,1237.6,15,2020-06-22,1212.0,1214.25,1237.5299072265625,1261.962646484375,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1211.241455078125,1237.5299072265625,1264.97119140625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-06-01,2020-06-01,1237.6,16,2020-06-23,1213.2,1213.720458984375,1236.641357421875,1263.2601318359375,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1210.7119140625,1236.641357421875,1266.2686767578125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-06-01,2020-06-01,1237.6,17,2020-06-24,1210.1,1213.2791748046875,1237.5975341796875,1265.3797607421875,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1210.2706298828125,1237.5975341796875,1268.3883056640625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-06-01,2020-06-01,1237.6,18,2020-06-25,1202.9,1212.4111328125,1237.129150390625,1266.30419921875,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1209.402587890625,1237.129150390625,1269.312744140625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-06-01,2020-06-01,1237.6,19,2020-06-26,1205.2,1210.766357421875,1237.1671142578125,1267.662353515625,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1207.7578125,1237.1671142578125,1270.6708984375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-06-01,2020-06-01,1237.6,20,2020-06-29,1198.6,1210.58544921875,1237.2154541015625,1269.472412109375,1237.6,13887,756,2.3441070142589657,amazon/chronos-2,3.008544921875,1207.576904296875,1237.2154541015625,1272.48095703125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-07-01,2020-07-01,1198.5,1,2020-07-02,1201.6,1190.8341064453125,1198.5408935546875,1204.9951171875,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1187.8255615234375,1198.5408935546875,1208.003662109375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-07-01,2020-07-01,1198.5,2,2020-07-03,1201.0,1188.598388671875,1198.562744140625,1207.8814697265625,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1185.58984375,1198.562744140625,1210.8900146484375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-07-01,2020-07-01,1198.5,3,2020-07-06,1200.4,1186.3077392578125,1198.57080078125,1210.4000244140625,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1183.2991943359375,1198.57080078125,1213.4085693359375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-07-01,2020-07-01,1198.5,4,2020-07-07,1196.8,1185.944580078125,1198.422119140625,1211.6416015625,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1182.93603515625,1198.422119140625,1214.650146484375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-07-01,2020-07-01,1198.5,5,2020-07-08,1192.9,1183.7662353515625,1198.0550537109375,1213.778564453125,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1180.7576904296875,1198.0550537109375,1216.787109375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-07-01,2020-07-01,1198.5,6,2020-07-09,1195.8,1183.1146240234375,1198.394287109375,1214.8543701171875,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1180.1060791015625,1198.394287109375,1217.8629150390625,internal_evaluation_2020_2021,2020,D+6~D+10
2020-07-01,2020-07-01,1198.5,7,2020-07-10,1194.5,1181.412841796875,1198.51171875,1216.147216796875,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1178.404296875,1198.51171875,1219.15576171875,internal_evaluation_2020_2021,2020,D+6~D+10
2020-07-01,2020-07-01,1198.5,8,2020-07-13,1202.4,1180.52880859375,1198.6171875,1217.5107421875,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1177.520263671875,1198.6171875,1220.519287109375,internal_evaluation_2020_2021,2020,D+6~D+10
2020-07-01,2020-07-01,1198.5,9,2020-07-14,1200.3,1178.6090087890625,1198.5460205078125,1219.1573486328125,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1175.6004638671875,1198.5460205078125,1222.1658935546875,internal_evaluation_2020_2021,2020,D+6~D+10
2020-07-01,2020-07-01,1198.5,10,2020-07-15,1206.4,1177.973388671875,1198.5538330078125,1219.8326416015625,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1174.96484375,1198.5538330078125,1222.8411865234375,internal_evaluation_2020_2021,2020,D+6~D+10
2020-07-01,2020-07-01,1198.5,11,2020-07-16,1200.7,1176.1982421875,1198.3992919921875,1220.74072265625,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1173.189697265625,1198.3992919921875,1223.749267578125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-07-01,2020-07-01,1198.5,12,2020-07-17,1204.1,1175.917236328125,1198.570068359375,1221.510986328125,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1172.90869140625,1198.570068359375,1224.51953125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-07-01,2020-07-01,1198.5,13,2020-07-20,1205.7,1173.7606201171875,1198.4569091796875,1222.40966796875,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1170.7520751953125,1198.4569091796875,1225.418212890625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-07-01,2020-07-01,1198.5,14,2020-07-21,1203.7,1173.5992431640625,1198.16748046875,1222.928466796875,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1170.5906982421875,1198.16748046875,1225.93701171875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-07-01,2020-07-01,1198.5,15,2020-07-22,1198.1,1172.279296875,1198.337158203125,1223.7777099609375,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1169.270751953125,1198.337158203125,1226.7862548828125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-07-01,2020-07-01,1198.5,16,2020-07-23,1193.7,1171.228515625,1198.47705078125,1224.6007080078125,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1168.219970703125,1198.47705078125,1227.6092529296875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-07-01,2020-07-01,1198.5,17,2020-07-24,1198.5,1172.1070556640625,1199.3551025390625,1228.1346435546875,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1169.0985107421875,1199.3551025390625,1231.1431884765625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-07-01,2020-07-01,1198.5,18,2020-07-27,1201.3,1170.5469970703125,1199.294921875,1229.0963134765625,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1167.5384521484375,1199.294921875,1232.1048583984375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-07-01,2020-07-01,1198.5,19,2020-07-28,1196.6,1169.6019287109375,1199.3131103515625,1229.53125,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1166.5933837890625,1199.3131103515625,1232.539794921875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-07-01,2020-07-01,1198.5,20,2020-07-29,1195.1,1169.1259765625,1198.8143310546875,1231.726318359375,1198.5,13909,756,2.3478120506183493,amazon/chronos-2,3.008544921875,1166.117431640625,1198.8143310546875,1234.73486328125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-08-01,2020-07-31,1191.4,1,2020-08-03,1189.1,1183.5147705078125,1190.77392578125,1197.108642578125,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1180.5062255859375,1190.77392578125,1200.1171875,internal_evaluation_2020_2021,2020,D+1~D+5
2020-08-01,2020-07-31,1191.4,2,2020-08-04,1193.7,1181.5657958984375,1190.89697265625,1199.6650390625,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1178.5572509765625,1190.89697265625,1202.673583984375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-08-01,2020-07-31,1191.4,3,2020-08-05,1193.5,1179.4683837890625,1190.906982421875,1201.8658447265625,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1176.4598388671875,1190.906982421875,1204.8743896484375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-08-01,2020-07-31,1191.4,4,2020-08-06,1190.3,1178.890869140625,1190.540771484375,1202.6910400390625,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1175.88232421875,1190.540771484375,1205.6995849609375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-08-01,2020-07-31,1191.4,5,2020-08-07,1184.3,1176.7899169921875,1190.0760498046875,1204.48583984375,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1173.7813720703125,1190.0760498046875,1207.494384765625,internal_evaluation_2020_2021,2020,D+1~D+5
2020-08-01,2020-07-31,1191.4,6,2020-08-10,1185.9,1176.185302734375,1190.32275390625,1205.4976806640625,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1173.1767578125,1190.32275390625,1208.5062255859375,internal_evaluation_2020_2021,2020,D+6~D+10
2020-08-01,2020-07-31,1191.4,7,2020-08-11,1186.7,1174.51318359375,1190.23779296875,1206.3492431640625,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1171.504638671875,1190.23779296875,1209.3577880859375,internal_evaluation_2020_2021,2020,D+6~D+10
2020-08-01,2020-07-31,1191.4,8,2020-08-12,1184.9,1173.5673828125,1190.21044921875,1207.6407470703125,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1170.558837890625,1190.21044921875,1210.6492919921875,internal_evaluation_2020_2021,2020,D+6~D+10
2020-08-01,2020-07-31,1191.4,9,2020-08-13,1186.0,1172.0435791015625,1190.231201171875,1209.0279541015625,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1169.0350341796875,1190.231201171875,1212.0364990234375,internal_evaluation_2020_2021,2020,D+6~D+10
2020-08-01,2020-07-31,1191.4,10,2020-08-14,1183.6,1171.46435546875,1190.290283203125,1210.05615234375,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1168.455810546875,1190.290283203125,1213.064697265625,internal_evaluation_2020_2021,2020,D+6~D+10
2020-08-01,2020-07-31,1191.4,11,2020-08-18,1185.8,1169.731201171875,1190.013427734375,1210.656494140625,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1166.72265625,1190.013427734375,1213.6650390625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-08-01,2020-07-31,1191.4,12,2020-08-19,1185.1,1169.2470703125,1190.1729736328125,1211.3096923828125,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1166.238525390625,1190.1729736328125,1214.3182373046875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-08-01,2020-07-31,1191.4,13,2020-08-20,1182.3,1167.837890625,1190.2694091796875,1211.8787841796875,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1164.829345703125,1190.2694091796875,1214.8873291015625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-08-01,2020-07-31,1191.4,14,2020-08-21,1186.3,1167.877685546875,1190.1290283203125,1212.5064697265625,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1164.869140625,1190.1290283203125,1215.5150146484375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-08-01,2020-07-31,1191.4,15,2020-08-24,1185.3,1166.8201904296875,1190.2744140625,1213.45458984375,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1163.8116455078125,1190.2744140625,1216.463134765625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-08-01,2020-07-31,1191.4,16,2020-08-25,1190.0,1166.038818359375,1190.6602783203125,1214.5240478515625,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1163.0302734375,1190.6602783203125,1217.5325927734375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-08-01,2020-07-31,1191.4,17,2020-08-26,1186.3,1166.8544921875,1190.3424072265625,1215.468017578125,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1163.845947265625,1190.3424072265625,1218.4765625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-08-01,2020-07-31,1191.4,18,2020-08-27,1187.0,1165.0831298828125,1190.020751953125,1216.3531494140625,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1162.0745849609375,1190.020751953125,1219.3616943359375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-08-01,2020-07-31,1191.4,19,2020-08-28,1185.7,1164.41845703125,1190.3702392578125,1217.1158447265625,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1161.409912109375,1190.3702392578125,1220.1243896484375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-08-01,2020-07-31,1191.4,20,2020-08-31,1185.1,1163.6676025390625,1189.89208984375,1218.787353515625,1191.4,13931,756,2.3493086862885857,amazon/chronos-2,3.008544921875,1160.6590576171875,1189.89208984375,1221.7958984375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-09-01,2020-09-01,1183.3,1,2020-09-02,1184.6,1178.3743896484375,1183.134765625,1187.552734375,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1175.3658447265625,1183.134765625,1190.561279296875,internal_evaluation_2020_2021,2020,D+1~D+5
2020-09-01,2020-09-01,1183.3,2,2020-09-03,1186.2,1176.777099609375,1183.0777587890625,1189.2169189453125,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1173.7685546875,1183.0777587890625,1192.2254638671875,internal_evaluation_2020_2021,2020,D+1~D+5
2020-09-01,2020-09-01,1183.3,3,2020-09-04,1187.5,1175.26416015625,1182.972900390625,1190.5985107421875,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1172.255615234375,1182.972900390625,1193.6070556640625,internal_evaluation_2020_2021,2020,D+1~D+5
2020-09-01,2020-09-01,1183.3,4,2020-09-07,1190.2,1174.643310546875,1182.7117919921875,1191.1343994140625,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1171.634765625,1182.7117919921875,1194.1429443359375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-09-01,2020-09-01,1183.3,5,2020-09-08,1187.2,1173.43603515625,1182.5096435546875,1192.6153564453125,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1170.427490234375,1182.5096435546875,1195.6239013671875,internal_evaluation_2020_2021,2020,D+1~D+5
2020-09-01,2020-09-01,1183.3,6,2020-09-09,1187.9,1172.8895263671875,1182.63623046875,1193.3460693359375,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1169.8809814453125,1182.63623046875,1196.3546142578125,internal_evaluation_2020_2021,2020,D+6~D+10
2020-09-01,2020-09-01,1183.3,7,2020-09-10,1189.6,1171.8507080078125,1182.4769287109375,1193.791015625,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1168.8421630859375,1182.4769287109375,1196.799560546875,internal_evaluation_2020_2021,2020,D+6~D+10
2020-09-01,2020-09-01,1183.3,8,2020-09-11,1185.3,1170.9547119140625,1182.178466796875,1194.63330078125,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1167.9461669921875,1182.178466796875,1197.641845703125,internal_evaluation_2020_2021,2020,D+6~D+10
2020-09-01,2020-09-01,1183.3,9,2020-09-14,1188.3,1169.98388671875,1182.175537109375,1195.619140625,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1166.975341796875,1182.175537109375,1198.627685546875,internal_evaluation_2020_2021,2020,D+6~D+10
2020-09-01,2020-09-01,1183.3,10,2020-09-15,1184.2,1169.2913818359375,1182.247314453125,1196.60107421875,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1166.2828369140625,1182.247314453125,1199.609619140625,internal_evaluation_2020_2021,2020,D+6~D+10
2020-09-01,2020-09-01,1183.3,11,2020-09-16,1180.5,1168.126220703125,1182.0108642578125,1197.2694091796875,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1165.11767578125,1182.0108642578125,1200.2779541015625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-09-01,2020-09-01,1183.3,12,2020-09-17,1177.8,1168.50927734375,1182.2091064453125,1197.62158203125,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1165.500732421875,1182.2091064453125,1200.630126953125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-09-01,2020-09-01,1183.3,13,2020-09-18,1175.4,1167.0672607421875,1182.3140869140625,1198.240234375,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1164.0587158203125,1182.3140869140625,1201.248779296875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-09-01,2020-09-01,1183.3,14,2020-09-21,1163.6,1166.6239013671875,1182.136962890625,1199.0924072265625,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1163.6153564453125,1182.136962890625,1202.1009521484375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-09-01,2020-09-01,1183.3,15,2020-09-22,1160.6,1165.3046875,1181.95458984375,1199.447021484375,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1162.296142578125,1181.95458984375,1202.45556640625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-09-01,2020-09-01,1183.3,16,2020-09-23,1163.9,1164.5784912109375,1182.321044921875,1200.3516845703125,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1161.5699462890625,1182.321044921875,1203.3602294921875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-09-01,2020-09-01,1183.3,17,2020-09-24,1164.4,1164.3699951171875,1182.061767578125,1202.1771240234375,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1161.3614501953125,1182.061767578125,1205.1856689453125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-09-01,2020-09-01,1183.3,18,2020-09-25,1170.3,1163.2166748046875,1181.653564453125,1202.825927734375,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1160.2081298828125,1181.653564453125,1205.83447265625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-09-01,2020-09-01,1183.3,19,2020-09-28,1170.5,1162.355712890625,1181.7015380859375,1203.8214111328125,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1159.34716796875,1181.7015380859375,1206.8299560546875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-09-01,2020-09-01,1183.3,20,2020-09-29,1173.5,1161.663330078125,1181.459716796875,1204.4783935546875,1183.3,13952,756,2.349177119919719,amazon/chronos-2,3.008544921875,1158.65478515625,1181.459716796875,1207.4869384765625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-10-01,2020-09-29,1173.5,1,2020-10-05,1169.5,1167.7454833984375,1173.296875,1178.4696044921875,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1164.7369384765625,1173.296875,1181.4781494140625,internal_evaluation_2020_2021,2020,D+1~D+5
2020-10-01,2020-09-29,1173.5,2,2020-10-06,1163.4,1166.004638671875,1173.8599853515625,1181.025390625,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1162.99609375,1173.8599853515625,1184.033935546875,internal_evaluation_2020_2021,2020,D+1~D+5
2020-10-01,2020-09-29,1173.5,3,2020-10-07,1160.0,1164.0352783203125,1173.6541748046875,1182.553955078125,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1161.0267333984375,1173.6541748046875,1185.5625,internal_evaluation_2020_2021,2020,D+1~D+5
2020-10-01,2020-09-29,1173.5,4,2020-10-08,1162.5,1163.3118896484375,1173.5521240234375,1184.2122802734375,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1160.3033447265625,1173.5521240234375,1187.2208251953125,internal_evaluation_2020_2021,2020,D+1~D+5
2020-10-01,2020-09-29,1173.5,5,2020-10-12,1156.2,1162.0408935546875,1173.377197265625,1186.089111328125,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1159.0323486328125,1173.377197265625,1189.09765625,internal_evaluation_2020_2021,2020,D+1~D+5
2020-10-01,2020-09-29,1173.5,6,2020-10-13,1148.3,1160.77490234375,1173.3590087890625,1186.95751953125,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1157.766357421875,1173.3590087890625,1189.966064453125,internal_evaluation_2020_2021,2020,D+6~D+10
2020-10-01,2020-09-29,1173.5,7,2020-10-14,1149.5,1159.2879638671875,1173.2840576171875,1187.552978515625,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1156.2794189453125,1173.2840576171875,1190.5615234375,internal_evaluation_2020_2021,2020,D+6~D+10
2020-10-01,2020-09-29,1173.5,8,2020-10-15,1145.7,1158.3837890625,1173.4423828125,1189.1322021484375,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1155.375244140625,1173.4423828125,1192.1407470703125,internal_evaluation_2020_2021,2020,D+6~D+10
2020-10-01,2020-09-29,1173.5,9,2020-10-16,1144.6,1157.1707763671875,1173.345703125,1190.114501953125,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1154.1622314453125,1173.345703125,1193.123046875,internal_evaluation_2020_2021,2020,D+6~D+10
2020-10-01,2020-09-29,1173.5,10,2020-10-19,1145.6,1156.5360107421875,1173.22802734375,1191.64111328125,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1153.5274658203125,1173.22802734375,1194.649658203125,internal_evaluation_2020_2021,2020,D+6~D+10
2020-10-01,2020-09-29,1173.5,11,2020-10-20,1142.2,1155.1378173828125,1173.03271484375,1192.3895263671875,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1152.1292724609375,1173.03271484375,1195.3980712890625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-10-01,2020-09-29,1173.5,12,2020-10-21,1139.7,1154.4560546875,1173.1309814453125,1192.9527587890625,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1151.447509765625,1173.1309814453125,1195.9613037109375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-10-01,2020-09-29,1173.5,13,2020-10-22,1133.7,1153.7825927734375,1173.1502685546875,1193.2799072265625,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1150.7740478515625,1173.1502685546875,1196.2884521484375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-10-01,2020-09-29,1173.5,14,2020-10-23,1134.1,1153.232177734375,1173.20703125,1194.974609375,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1150.2236328125,1173.20703125,1197.983154296875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-10-01,2020-09-29,1173.5,15,2020-10-26,1134.6,1152.48388671875,1173.4334716796875,1194.8814697265625,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1149.475341796875,1173.4334716796875,1197.8900146484375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-10-01,2020-09-29,1173.5,16,2020-10-27,1129.1,1151.089599609375,1173.2166748046875,1195.89111328125,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1148.0810546875,1173.2166748046875,1198.899658203125,internal_evaluation_2020_2021,2020,D+11~D+20
