date,value,item_code,item_name,unit_name,series_code,notes
2020-01-02,10.6567,0000002,원/일본엔(100엔),원,731Y001,"JPY/KRW (KRW per JPY, converted from 100 JPY)"
2020-01-03,10.6553,0000002,원/일본엔(100엔),원,731Y001,"JPY/KRW (KRW per JPY, converted from 100 JPY)"
2020-01-06,10.7842,0000002,원/일본엔(100엔),원,731Y001,"JPY/KRW (KRW per JPY, converted from 100 JPY)"
